study_region,population,genetic_region,gnomad_labeled_subpop,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20
EUR,IBS,EUR,ibs,-0.10588,-0.24211,-0.014721,0.099846,-0.011767,-0.0023788,0.012822,-0.0024043,0.0090006,0.031728,-0.0081736,0.017793,-0.0020391,0.0088702,-0.00035837,0.0090732,0.0055035,-0.0096004,-0.0010747,0.0083984
EUR,IBS,EUR,ibs,-0.10618,-0.24789,-0.014231,0.10099,-0.012189,-0.0013868,0.010672,-0.0016772,0.010085,0.03103,-0.010396,0.017872,-0.0037048,0.0035593,-0.0020713,0.0072881,0.0011532,-0.012552,-0.0021434,0.0091447
EUR,IBS,EUR,ibs,-0.093942,-0.24072,-0.012483,0.095145,-0.0087356,-0.0026606,0.013825,-0.0038591,0.0071279,0.033291,-0.010074,0.017475,-0.0072604,0.0019036,0.00058887,0.0050429,0.0048845,-0.010877,-0.0051358,-0.002148
EUR,IBS,EUR,ibs,-0.10227,-0.24492,-0.015365,0.10128,-0.01128,-0.0021517,0.0070048,-0.004768,0.0096053,0.035422,-0.011021,0.020963,-0.0051159,0.00054047,0.0010377,0.013261,0.0058078,-0.0096886,0.004557,0.0038288
EUR,IBS,EUR,ibs,-0.098759,-0.24314,-0.013013,0.098871,-0.0082071,-0.0010193,0.011401,-0.0020926,0.010408,0.033699,-0.011515,0.01959,-0.0060811,0.00155,0.00093179,0.0052479,0.0047968,-0.012749,-0.0016374,-0.0006726
EUR,IBS,EUR,ibs,-0.10162,-0.23856,-0.012479,0.096269,-0.0093032,-0.00071182,0.0076255,-0.0038328,0.0096721,0.033351,-0.013351,0.01872,-0.0035254,-0.00108,0.0020945,0.0058932,0.0085197,-0.011651,-0.0017417,-0.0015872
EUR,IBS,EUR,ibs,-0.10291,-0.24353,-0.011121,0.098631,-0.0095151,-0.0023442,0.0085491,-0.012916,0.0071659,0.031449,-0.010259,0.021504,-0.0053395,0.0041201,0.00057194,0.0058039,0.012947,-0.017576,0.003535,0.0052062
EUR,IBS,EUR,ibs,-0.099076,-0.24156,-0.011497,0.097716,-0.0074955,-0.00044375,0.01009,-0.0077938,0.005973,0.030719,-0.01289,0.01823,-0.0045777,0.0021882,0.0025647,0.0070936,0.011692,-0.013501,-0.0015655,0.0016109
EUR,IBS,EUR,ibs,-0.11112,-0.24784,-0.015848,0.098496,-0.012504,0.00093539,-0.0065548,-0.006698,0.0073004,0.024033,-0.010183,0.015378,-0.0044478,0.0040717,0.0038503,0.0061002,0.0076926,-0.014083,-0.0038166,0.0090478
EUR,IBS,EUR,ibs,-0.11198,-0.24619,-0.011377,0.10107,-0.0075506,0.0018725,0.0022181,-0.0085648,-0.00032063,0.025286,-0.01028,0.017558,-0.0038509,0.0043685,-0.00013411,0.0071356,0.0084649,-0.015566,0.0032433,0.0048338
EUR,IBS,EUR,ibs,-0.11111,-0.2468,-0.013783,0.1002,-0.0076517,0.0033419,-0.0036997,-0.0080522,0.0042597,0.025939,-0.010668,0.019791,-0.0041795,0.0047016,0.00069297,0.0079118,0.009743,-0.015702,-0.00030931,0.0093173
AMR,CLM,AMR,clm,-0.094439,-0.14195,-0.11,0.020158,-0.0056935,-0.0020936,0.014662,-0.0067363,0.0051344,0.026064,-0.012893,0.022117,-0.0063127,0.0021557,-0.00067403,0.0089506,0.011198,-0.016392,-0.0021186,0.0016993
AMR,CLM,AMR,clm,0.098106,-0.036629,-0.11114,-0.01549,-0.00063441,-0.0099746,0.0098285,0.0027885,0.00079624,0.018044,-0.00012453,0.014932,-0.0062842,-0.013755,-0.0044336,0.00092846,-0.0004931,-0.013561,0.0022759,0.0053458
AMR,CLM,AMR,clm,0.0046186,-0.092297,-0.10099,0.0056895,-0.0035039,-0.0059792,0.009174,-0.0029568,0.0010349,0.023625,-0.0058706,0.019022,-0.0094879,-0.0087489,0.0014924,0.0082345,0.00053076,-0.015923,0.00261,0.0042093
AMR,CLM,AMR,clm,-0.00021881,-0.046955,-0.14448,-0.031856,-0.0014823,-0.0013776,0.011131,-0.00021795,-0.0027045,0.013453,-0.0064768,0.011255,-0.0097001,-0.01139,-0.00086864,0.0031734,0.013634,-0.0093866,-0.002767,0.004932
AMR,PEL,AMR,pel,-0.16578,0.021454,-0.31444,-0.12892,-0.0038598,-0.0018365,0.015839,-0.0094419,0.0015353,0.0055818,-0.0046622,0.010115,-0.0017244,-0.025162,0.00472,-0.014784,0.0082138,0.0037905,-0.010659,-0.0065076
AMR,PEL,AMR,pel,-0.14417,-0.059226,-0.21736,-0.056633,-0.0042541,-0.0062801,0.017445,-0.0015452,0.0007076,0.010407,-0.0017085,0.010304,0.0033751,-0.018687,-0.0020425,-0.0047331,-0.0024505,-0.0045738,-0.0034612,4.5016e-05
AMR,PEL,AMR,pel,-0.15311,-0.017239,-0.2669,-0.092221,-0.0036958,-0.0034329,0.019231,-0.0060801,0.00059759,0.010901,-0.0010764,0.0098845,-1.6902e-05,-0.024669,0.0020048,-0.011285,0.001413,-0.001472,-0.0024536,-0.0026754
AMR,PEL,AMR,pel,-0.16657,0.008039,-0.29798,-0.11087,-0.0047432,-0.0025915,0.0135,-0.0057955,-0.0010464,0.0033317,-0.0039879,0.011397,0.002112,-0.043033,-0.00011525,-0.0091999,0.0011976,0.0012653,-0.010231,0.0061312
AMR,PEL,AMR,pel,-0.19134,0.11569,-0.4319,-0.21419,-0.00032561,-3.8071e-05,0.01232,-0.017044,-0.0038576,-0.0099434,-0.00027147,0.0012018,0.00090528,-0.064061,0.0043728,-0.012032,0.0010409,0.0063754,-0.017773,-0.0046166
AMR,PEL,AMR,pel,-0.17499,0.056619,-0.3587,-0.15911,-0.0024806,-0.0026269,0.01305,-0.010737,-0.0016064,-0.0033253,-0.0018727,0.0067751,0.0010162,-0.052593,-0.00024218,-0.0083723,0.0037337,0.0030031,-0.015141,-0.0005651
AMR,PEL,AMR,pel,-0.11235,-0.061831,-0.19884,-0.050811,-0.0018945,-0.0030715,0.015893,-0.0060897,0.0050664,0.012136,-0.0036143,0.014061,0.0017714,-0.025771,-0.002272,-0.0068609,0.0086876,-0.0078945,-0.0029041,-0.005179
AMR,PEL,AMR,pel,-0.1567,-0.013461,-0.27258,-0.10051,0.0027207,-0.0010081,0.016769,-0.0089074,0.0029341,0.0034058,0.0019668,0.012991,-0.00034553,-0.028925,0.0024984,-0.0079159,0.0035694,0.0045334,-0.0032066,-0.00014368
AMR,PEL,AMR,pel,-0.13634,-0.042932,-0.23683,-0.075544,-0.001085,-0.0017666,0.018322,-0.010042,0.0044383,0.0065763,-0.00091223,0.014251,0.0015792,-0.027402,-0.00071415,-0.006887,0.0086504,-0.0032683,-0.0012325,-0.0021467
SAS,PJL,CSA,pjl,-0.12212,-0.10136,0.10014,-0.12686,0.021406,-0.0028749,-0.0087489,-0.0021286,-0.0016646,-0.011926,-8.2717e-05,-0.0088163,-0.0026813,-0.0055764,0.00016424,-0.0059691,0.0076158,-0.0077238,-0.0021511,-0.011829
SAS,PJL,CSA,pjl,-0.12045,-0.10315,0.096096,-0.1112,0.025471,-0.0024677,-0.0035731,0.0026557,-0.0026937,-0.02314,-0.0011552,-0.0075917,0.0048215,0.0042853,0.0018203,-0.015672,0.0040452,-0.0035358,-0.0048444,-0.021947
SAS,PJL,CSA,pjl,-0.12072,-0.10488,0.091572,-0.11141,0.026023,0.0018205,-0.0019107,0.0047931,0.0014346,-0.027454,-0.004627,-0.0039882,0.0067686,-0.0035139,-0.0036647,-0.015817,0.0052805,-0.015035,0.0046484,-0.0072173
SAS,PJL,CSA,pjl,-0.11685,-0.12147,0.094213,-0.10616,0.032103,0.0016332,0.0018775,0.012105,-0.0044277,-0.046637,-0.0063106,-0.0037333,0.0075044,0.0075347,-0.004202,-0.021106,0.0083872,-0.024976,-0.0034101,-0.027974
EAS,KHV,EAS,khv,-0.19347,0.30338,0.040132,0.070324,0.010104,-0.0019638,0.024924,-0.078846,0.00053315,-0.010868,0.0054628,-0.0063752,0.0043003,-0.0058261,-0.00056732,0.0056955,0.001727,0.0033211,-0.0020161,-0.0033956
EAS,KHV,EAS,khv,-0.19312,0.29231,0.041544,0.063351,0.0049505,-0.0018063,0.016723,-0.089388,0.00038329,-0.01262,0.0031311,-0.010547,0.0011127,-0.0037631,-0.0023316,0.0011161,-0.0043725,0.0073247,0.0033682,-0.0041868
EAS,KHV,EAS,khv,-0.19452,0.30232,0.044665,0.069269,0.0050708,-0.0025942,0.022461,-0.093,-0.0025226,-0.011071,0.0054867,-0.0020668,0.0013627,-0.0029416,-0.0017748,0.0015718,-0.0019768,0.0070617,0.0011047,-0.0044658
EAS,KHV,EAS,khv,-0.19515,0.29923,0.039063,0.065436,0.0059991,0.0010407,0.024246,-0.086147,-0.0024138,-0.0067464,0.0076084,-0.0061389,0.00011524,-0.0051859,-0.00019015,0.0006449,-0.0021303,0.0065284,0.00617,-0.004897
EAS,KHV,EAS,khv,-0.19375,0.29932,0.040416,0.067527,0.007649,-0.004346,0.02536,-0.087207,0.00035021,-0.013739,0.0072279,-0.0081041,1.5831e-05,-0.0036963,0.0009176,0.0025951,-0.0025971,0.0048962,0.0028678,0.004255
EAS,KHV,EAS,khv,-0.19423,0.30415,0.038767,0.070735,0.0033361,0.001306,0.02368,-0.085762,-0.0033137,-0.0058587,0.0045621,-0.0052948,-0.00083541,0.0010691,-0.0015696,0.00082892,-0.00096631,0.0070889,0.00077284,-0.005477
EUR,IBS,EUR,ibs,-0.10358,-0.24022,-0.015919,0.095986,-0.0099245,-0.0015933,0.01101,-0.010267,0.0046427,0.033085,-0.007965,0.020674,-0.0028296,0.0027398,0.0044621,0.012525,0.0063232,-0.009959,0.0018015,0.00096865
EUR,IBS,EUR,ibs,-0.10298,-0.24488,-0.014309,0.095659,-0.0098833,-0.0022375,0.0067636,-0.01093,0.0056955,0.030124,-0.0075468,0.018551,-0.001548,0.0053294,0.0015637,0.014027,0.0035859,-0.0076217,0.0027543,0.0042221
EUR,IBS,EUR,ibs,-0.10503,-0.24432,-0.012986,0.09767,-0.0071043,-8.4076e-05,0.0047355,-0.0060526,0.0048709,0.0311,-0.00777,0.022003,-0.0041887,0.002792,0.0038826,0.013395,0.010397,-0.017054,-0.0013413,-0.0058081
EUR,IBS,EUR,ibs,-0.11002,-0.24899,-0.012828,0.098266,-0.0081512,-0.0015512,0.0010023,-0.0080738,0.0057302,0.032782,-0.011765,0.019892,-0.0060507,0.0027657,0.00017039,0.0097465,0.0014608,-0.012582,0.00091422,0.010114
EUR,IBS,EUR,ibs,-0.11079,-0.2495,-0.01522,0.10174,-0.012853,-0.0035597,0.001936,-0.0074964,0.0030148,0.037857,-0.0099449,0.026292,-0.0093724,0.0051737,-0.00032954,0.015007,0.0041055,-0.011494,0.0002378,0.011411
EUR,IBS,EUR,ibs,-0.10939,-0.2503,-0.015832,0.10095,-0.010303,0.0027483,0.0017407,-0.011539,0.006691,0.031585,-0.013942,0.017172,-0.0050965,-0.0020552,0.00026595,0.006116,0.0060307,-0.011954,0.0014981,0.0081406
EUR,IBS,EUR,ibs,-0.10838,-0.24694,-0.014003,0.092924,-0.011279,-0.002072,0.0041231,-0.0088827,0.0055699,0.030192,-0.0093971,0.021052,-0.0043448,0.0022346,0.0010546,0.0032379,0.012762,-0.015071,0.0016424,0.0051869
EUR,IBS,EUR,ibs,-0.10638,-0.24454,-0.015091,0.099523,-0.011357,-0.00035317,0.0078508,-0.0073955,0.010044,0.035321,-0.0064525,0.023032,-0.0072198,0.0037504,0.00068979,0.013433,0.014658,-0.01692,0.0048285,0.0029576
EUR,IBS,EUR,ibs,-0.10742,-0.24657,-0.015634,0.097703,-0.011166,-0.0045227,0.009153,-0.011812,0.0068983,0.033939,-0.0083231,0.022808,-0.0070436,0.003366,0.0016028,0.0067715,0.013851,-0.018405,0.0019311,0.0050411
EUR,IBS,EUR,ibs,-0.10525,-0.24693,-0.01174,0.10002,-0.011716,0.0011583,0.014632,-0.0058904,0.0070944,0.034415,-0.011319,0.019568,0.0012064,0.001584,-0.00037702,0.015221,0.014938,-0.0084621,0.0080654,0.010297
EUR,IBS,EUR,ibs,-0.1006,-0.2449,-0.010964,0.10374,-0.0065701,-0.0022245,0.015693,-0.0082009,0.0091436,0.035544,-0.0091425,0.01622,-0.0054149,0.0018714,0.0030722,0.0093327,0.0083809,-0.0093495,0.0031824,0.0036739
EUR,IBS,EUR,ibs,-0.098961,-0.2451,-0.012754,0.10433,-0.0065285,-0.00098252,0.0084924,-0.0070414,0.0080156,0.031896,-0.0067544,0.013816,-0.0051294,0.005958,0.0068795,0.0093223,0.0028559,-0.012633,-0.0014614,-0.001395
EUR,IBS,EUR,ibs,-0.1097,-0.24785,-0.010391,0.096291,-0.0025226,0.00012738,0.0036462,-0.0033688,0.0039757,0.027177,-0.011918,0.021687,-0.0019948,0.0087985,0.00053052,0.0062058,0.008008,-0.01545,-0.0014418,-0.0013453
EUR,IBS,EUR,ibs,-0.10975,-0.24638,-0.0074139,0.093418,-0.0050992,-0.0014415,0.0033879,-0.0040709,0.00046423,0.028779,-0.010862,0.020564,-0.0043641,0.0092967,-0.0005269,0.0028457,0.002656,-0.017209,-0.00013581,0.0044783
EUR,IBS,EUR,ibs,-0.10961,-0.24633,-0.0074815,0.09446,-0.0096682,-0.00050859,0.0008938,-0.0068809,-0.0028392,0.026051,-0.0085354,0.018437,-0.0022356,0.010074,-0.00068989,0.00034249,0.00057926,-0.01827,0.0030268,0.012209
EUR,IBS,EUR,ibs,-0.10711,-0.23869,-0.018388,0.10149,-0.011696,-6.965e-05,0.013072,-0.0069718,0.0030519,0.030929,-0.013364,0.017945,-0.0087742,0.0062633,0.0019033,0.0091934,0.0066298,-0.012209,-0.00051703,0.0097529
EUR,IBS,EUR,ibs,-0.10451,-0.2439,-0.012031,0.10205,-0.0094857,0.00033295,0.012194,-0.0076806,0.0025849,0.029773,-0.016444,0.020992,-0.0075981,0.0069964,-0.0003215,0.0081217,0.0061585,-0.013069,-0.0019203,0.01099
EUR,IBS,EUR,ibs,-0.10703,-0.24015,-0.022157,0.095308,-0.01113,-0.0016427,0.011995,-0.0065058,0.0066885,0.029387,-0.010804,0.015914,-0.0051323,0.0071214,0.0014514,0.0073879,0.0041686,-0.013145,0.0008609,0.0019833
EUR,IBS,EUR,ibs,-0.1063,-0.2476,-0.012218,0.094225,-0.0098066,0.0024982,0.0096482,-0.0061494,0.0028008,0.029356,-0.013049,0.022581,-0.0058771,0.0060253,-0.0028286,0.008189,0.0024829,-0.018892,0.0041335,0.0084069
EUR,IBS,EUR,ibs,-0.10227,-0.24384,-0.013696,0.09617,-0.0078079,0.0022568,0.010156,-0.007165,0.0026471,0.032399,-0.014768,0.014803,-0.0048131,0.0035349,-0.0013026,0.0060522,0.0068843,-0.014426,0.001063,-0.00019141
EUR,IBS,EUR,ibs,-0.10162,-0.2451,-0.0094905,0.092977,-0.0060083,0.0038542,0.014624,-0.0073349,0.0020938,0.028793,-0.011784,0.015695,-0.0049258,0.0061319,-0.0033944,0.0050634,0.0074523,-0.017966,0.0048171,0.0015199
EUR,IBS,EUR,ibs,-0.10076,-0.24454,-0.013824,0.10139,-0.010162,-0.0013528,0.012507,-0.0051233,0.0078038,0.032959,-0.013896,0.019867,-0.0036717,0.00033981,0.0024758,0.013249,0.0057559,-0.017519,-0.0053319,-0.00032032
EUR,IBS,EUR,ibs,-0.10294,-0.24516,-0.012703,0.097993,-0.01067,-0.0041367,0.011679,-0.0039131,0.0088612,0.030877,-0.013602,0.020535,-0.0040564,-0.00044334,-0.0012727,0.0068557,0.0069724,-0.017911,-0.0047191,0.0012254
EUR,IBS,EUR,ibs,-0.10191,-0.2442,-0.012845,0.099727,-0.01117,-0.0011316,0.01477,-0.0045878,0.0076473,0.032405,-0.011823,0.020336,-0.0061898,0.0024442,0.0058253,0.013249,0.0096544,-0.019005,-0.003242,0.0056596
EUR,IBS,EUR,ibs,-0.10899,-0.24425,-0.017753,0.098414,-0.0094043,-0.00095252,0.005973,-0.001221,0.00080283,0.019949,-0.011922,0.01843,-0.0048256,0.0066655,0.0050453,0.0061312,0.003015,-0.010951,-0.0011982,0.0014118
EUR,IBS,EUR,ibs,-0.10041,-0.24072,-0.0092186,0.097065,-0.0075669,-0.0018069,0.030281,-0.00074698,0.0030082,0.020667,-0.0045742,0.008122,-0.0029907,0.00090089,-0.0017192,0.003058,0.0036937,-0.010803,0.002877,0.0030281
EUR,IBS,EUR,ibs,-0.10388,-0.24219,-0.012101,0.098815,-0.0099129,-0.00082974,0.021821,0.0019422,0.0030369,0.022172,-0.0091349,0.012907,-0.0045899,0.0058859,0.0035021,0.0045994,0.0064123,-0.013791,0.0017841,0.00049576
EUR,IBS,EUR,ibs,-0.076445,-0.2346,-0.0071225,0.094055,-0.0080415,-0.0021449,0.042034,0.0030533,0.0088256,0.031686,-0.0042698,0.0078701,-0.0020271,0.0051596,0.0064039,0.015393,0.003347,0.0038492,-0.004326,-0.014069
EUR,IBS,EUR,ibs,-0.085075,-0.23993,-0.0085547,0.097805,-0.013224,-0.0033179,0.036762,0.0034677,0.0067196,0.031039,-0.0023716,0.010739,-0.0020155,0.0043721,0.0026161,0.012308,0.0058953,-0.004325,-0.005001,-0.0046717
EUR,IBS,EUR,ibs,-0.086136,-0.24163,-0.0086263,0.10031,-0.0099631,-0.0052706,0.031906,0.0022559,0.0099083,0.030777,-0.004252,0.013877,-0.0010601,0.0057181,-0.0020733,0.01174,0.0059781,-0.01017,-0.003428,-0.0022049
EUR,IBS,EUR,ibs,-0.1103,-0.25299,-0.0082572,0.099564,-0.0062306,0.00050977,0.011061,-0.012583,0.0045567,0.02592,-0.014984,0.023402,-0.0056527,0.0060012,-0.00092223,0.0028524,0.012496,-0.018921,-0.0050193,0.0076566
EUR,IBS,EUR,ibs,-0.1086,-0.24619,-0.010369,0.09782,-0.005862,-0.0010045,0.005212,-0.0082809,-0.00014629,0.031531,-0.0039045,0.016723,-0.0041348,0.0043621,0.0030499,0.0064178,-0.0003778,-0.0088494,-0.0033009,-0.00092618
EUR,IBS,EUR,ibs,-0.11055,-0.24838,-0.0069946,0.09339,-0.0057006,0.0012054,0.007351,-0.011028,0.002595,0.025743,-0.0097547,0.019776,-0.0041415,0.0078927,0.0020083,0.0057713,0.0062385,-0.011406,-0.001879,0.004496
EUR,IBS,EUR,ibs,-0.091141,-0.23535,-0.011447,0.093806,-0.008285,-0.0040476,4.8194e-05,-0.010214,0.0010307,0.029717,-0.0052848,0.016219,0.0018623,-0.0002949,-0.001016,0.011831,-2.1242e-05,-0.0045871,0.0022274,0.0014235
EUR,IBS,EUR,ibs,-0.095758,-0.23531,-0.011078,0.090917,-0.010569,-0.0024376,0.0024243,-0.009952,0.00043181,0.026841,-0.0019637,0.018089,0.00066469,0.0063398,0.0010034,0.011418,3.3117e-06,-0.0047263,0.00030576,0.00030124
EUR,IBS,EUR,ibs,-0.085233,-0.23717,-0.01339,0.098518,-0.010468,-0.0020433,0.010829,-0.010768,0.0016624,0.0292,-0.010005,0.016405,0.0010192,-0.0010592,0.0025117,0.015782,-0.00026108,-0.006178,0.00035945,-0.00033531
EUR,IBS,EUR,ibs,-0.10636,-0.24692,-0.0085042,0.10044,-0.00961,-0.0041314,0.0056847,-0.0038221,0.0042536,0.02868,-0.0048672,0.014624,-0.0029361,0.0058194,0.0015957,0.0088353,0.0067287,-0.01043,0.0035188,0.0061749
EUR,IBS,EUR,ibs,-0.10763,-0.24251,-0.012123,0.094225,-0.012575,-0.00059524,0.0033531,-0.0068148,0.002013,0.024662,-0.0080183,0.012045,-0.0017863,0.0037528,-0.0017055,0.0071478,0.012644,-0.011963,0.0079318,0.0072671
EUR,IBS,EUR,ibs,-0.10883,-0.24584,-0.016128,0.094919,-0.0099007,-0.00017042,-0.0050673,-0.010016,0.0061463,0.02848,-0.010615,0.008577,-0.0027914,0.0039069,-0.00076763,0.0058411,0.0138,-0.015029,0.0086279,0.0034704
EUR,IBS,EUR,ibs,-0.11249,-0.25002,-0.011981,0.098027,-0.0085645,0.00056514,-0.00095328,-0.0068043,0.0045843,0.028924,-0.01417,0.021066,-0.0061857,-0.0010128,0.0060146,0.005403,0.0059477,-0.021817,-0.0007756,0.0020785
EUR,IBS,EUR,ibs,-0.11398,-0.24877,-0.011402,0.099742,-0.010331,-0.0015306,0.0017181,-0.0071242,0.005268,0.036409,-0.016691,0.025316,-0.0049302,0.00058387,0.0023166,0.0087004,0.0099069,-0.022156,0.0019606,0.0070073
EUR,IBS,EUR,ibs,-0.11455,-0.25009,-0.011446,0.099705,-0.0092102,-0.0013849,0.0086235,-0.0048817,0.0073429,0.041522,-0.020521,0.027735,-0.003502,0.0058366,-0.00056032,0.011306,0.0084899,-0.021125,0.0014851,0.012257
EUR,IBS,EUR,ibs,-0.11118,-0.25253,-0.020618,0.10521,-0.011417,-0.0019813,0.0058681,-0.0097527,0.0084482,0.039605,-0.010311,0.024115,-0.0070465,0.0028369,-0.0002722,0.013371,0.011076,-0.017474,0.00084509,0.0078212
EUR,IBS,EUR,ibs,-0.11168,-0.24973,-0.016818,0.10408,-0.014905,-0.0018854,0.0024211,-0.011101,0.0098764,0.039782,-0.012211,0.023399,-0.0077983,0.0082627,-0.00476,0.012769,0.009714,-0.018096,0.004783,0.0090507
EUR,IBS,EUR,ibs,-0.11188,-0.24655,-0.0097107,0.10119,-0.015648,-0.001573,0.0066505,-0.0092755,0.0069105,0.040066,-0.010331,0.020427,-0.0050118,0.010839,-0.00046582,0.011575,0.010544,-0.021057,0.0034364,0.0082033
EUR,IBS,EUR,ibs,-0.10674,-0.24657,-0.011899,0.099073,-0.01154,0.0008237,0.0075571,-0.007336,0.005103,0.033856,-0.011047,0.019082,-0.0030758,0.00027352,0.0001943,0.013267,0.011678,-0.011999,0.0050686,0.0046881
EUR,IBS,EUR,ibs,-0.10916,-0.24722,-0.017738,0.10369,-0.0077674,0.000819,-0.0035569,-0.010677,0.0047389,0.031872,-0.0065165,0.016705,-0.0059686,0.010413,0.0016676,0.0042526,0.0093871,-0.015169,-0.0017151,0.00088194
EUR,IBS,EUR,ibs,-0.10783,-0.24583,-0.016251,0.099055,-0.011248,-0.0012913,0.0028774,-0.0081766,0.006226,0.029784,-0.011439,0.019829,-0.0045955,0.0068003,0.0019014,0.006374,0.010948,-0.015199,0.0028659,0.0024753
EUR,IBS,EUR,ibs,-0.10899,-0.25273,-0.013749,0.10014,-0.0096196,0.0038735,0.0029332,-0.0025992,0.0082729,0.038161,-0.012758,0.02444,-0.0049429,0.0015459,-0.0022144,0.007074,0.011686,-0.027425,0.0022736,0.0048731
EUR,IBS,EUR,ibs,-0.1137,-0.25108,-0.014859,0.10235,-0.0092278,0.0022517,-0.002191,-0.0067371,0.0051742,0.034697,-0.011848,0.017213,-0.0044059,0.00024948,-0.0035238,0.0059428,0.0072547,-0.0085699,-4.4681e-05,0.0068429
EUR,IBS,EUR,ibs,-0.097509,-0.24281,-0.011992,0.097183,-0.0066339,-0.0022046,0.010663,-0.0023659,0.0032962,0.018616,-0.0055385,0.012926,-0.0043568,0.0031394,0.0058999,0.007666,0.00039131,-0.0038756,-0.00086626,0.0031406
EUR,IBS,EUR,ibs,-0.1047,-0.24454,-0.015631,0.09616,-0.012459,3.1167e-05,-0.0032233,-0.012536,0.0027557,0.022092,-0.0032579,0.017966,-0.0066865,0.00536,-0.00048854,0.0095647,0.0023146,-0.0091148,0.0020016,0.0038511
EUR,IBS,EUR,ibs,-0.098175,-0.24558,-0.013353,0.09704,-0.0092588,-3.5263e-05,0.0091827,-0.0061661,0.0026059,0.018312,-0.003779,0.015214,-0.0064539,0.003031,0.0019721,0.0080499,0.00080803,-0.0083386,0.00032748,0.00052665
EUR,IBS,EUR,ibs,-0.083015,-0.23667,-0.0075867,0.095231,-0.0063449,-0.0037912,0.02306,-0.0015881,0.0052396,0.030129,-0.0038456,0.014626,-0.0016639,0.00075168,0.0041672,0.019898,0.00068787,-0.0063745,0.0002128,-0.0063576
EUR,IBS,EUR,ibs,-0.08478,-0.23521,-0.0099085,0.095126,-0.0092846,-0.0059713,0.019833,-0.0054165,0.0043237,0.032668,-0.0047563,0.015138,-0.0031895,-0.003724,0.0025612,0.024807,0.005289,0.002609,0.0025544,-0.012186
EUR,IBS,EUR,ibs,-0.086886,-0.2361,-0.0075235,0.095113,-0.0093266,-0.0066801,0.019745,-0.0029494,0.0044001,0.029677,-0.0043392,0.013458,-0.0028444,-0.00086811,0.0055867,0.020779,0.0063007,-0.0055926,0.0024855,-0.014018
EUR,IBS,EUR,ibs,-0.099873,-0.24166,-0.014571,0.093949,-0.0082363,-0.00045108,0.013132,-0.0030469,0.0069747,0.037599,-0.012202,0.019574,-0.0047531,0.0099982,0.0016363,0.0085445,0.0050574,-0.01083,-0.0019143,0.0057364
EUR,IBS,EUR,ibs,-0.10277,-0.24376,-0.013112,0.097471,-0.0081231,0.0014233,0.013303,-0.0085733,0.0067584,0.03463,-0.01462,0.019103,-0.0060286,0.0040787,-0.0020992,0.012856,0.0049059,-0.0072409,0.00021695,0.0036401
EUR,IBS,EUR,ibs,-0.099832,-0.24338,-0.0070308,0.097085,-0.0068667,0.00077934,0.019643,-0.0081102,0.0090935,0.035073,-0.013249,0.022081,-0.010242,-0.0018956,-0.0017144,0.011344,0.005252,-0.0030362,0.0024666,0.0039167
EUR,IBS,EUR,ibs,-0.11986,-0.25408,-0.020106,0.1066,-0.01752,0.001461,-0.014719,-0.014692,0.0086754,0.05287,-0.017122,0.033835,-0.011166,0.0044795,0.002883,0.017453,0.013926,-0.027585,0.0026592,0.016933
EUR,IBS,EUR,ibs,-0.12095,-0.25375,-0.021424,0.10491,-0.016232,0.00033587,-0.018634,-0.013576,0.0075799,0.051872,-0.019144,0.036273,-0.010978,0.0053954,0.0019185,0.013978,0.014166,-0.026826,0.0050132,0.01506
EUR,IBS,EUR,ibs,-0.11674,-0.25591,-0.018866,0.10625,-0.013857,0.00043902,-0.012053,-0.013322,0.006271,0.052018,-0.021761,0.038912,-0.0077184,0.0064501,-0.0011329,0.012179,0.015239,-0.028343,0.0047679,0.012934
EUR,IBS,EUR,ibs,-0.10011,-0.24265,-0.011068,0.094625,-0.011334,0.00078713,0.012283,-0.0036648,0.0044256,0.031265,-0.0059155,0.012323,-0.0066232,0.003254,-0.0027309,0.0052675,0.0030332,-0.0091634,0.0021912,0.008678
EUR,IBS,EUR,ibs,-0.098386,-0.24041,-0.014617,0.096826,-0.0061619,-0.001952,0.013464,-0.0064357,0.0064072,0.033401,-0.0019767,0.017715,-0.0073566,0.00026096,-0.0017766,0.0094563,-0.0018928,-0.0080319,0.00045608,0.011275
EUR,IBS,EUR,ibs,-0.10064,-0.24586,-0.0096516,0.10287,-0.011385,0.0024701,0.0087141,-0.004266,0.0028076,0.031573,-0.0094111,0.011211,-0.0093332,0.0070476,-0.00054022,0.0057085,0.0084529,-0.008389,-0.0019214,0.0071639
EUR,IBS,EUR,ibs,-0.10036,-0.24487,-0.011766,0.10029,-0.0054756,-0.00081588,0.0082639,-0.011529,0.0031428,0.029092,-0.0087597,0.01472,-0.0037738,0.0034369,0.0022299,0.0085472,0.0059417,-0.010498,0.0022033,-2.4711e-05
EUR,IBS,EUR,ibs,-0.10489,-0.24491,-0.012989,0.10238,-0.012836,0.0004246,3.8548e-05,-0.0102,0.0067056,0.031679,-0.010838,0.017033,0.00052511,0.0062665,-0.00091974,0.0066882,0.0077812,-0.0052951,-0.0017145,0.0010116
