study_region,population,genetic_region,gnomad_labeled_subpop,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20
East_Asia,Yakut,EAS,yakut,-0.18588,0.21528,-0.026178,0.029755,0.0088944,0.0043446,-0.072303,0.17229,0.00088853,-0.034705,0.029891,-0.10495,0.012414,-0.048775,0.025217,0.15422,0.02952,-0.096731,0.010156,0.016371
East_Asia,Yakut,EAS,yakut,-0.18716,0.21627,-0.03103,0.02995,0.010616,0.0061148,-0.076358,0.16857,0.00049013,-0.030998,0.030657,-0.10997,0.010294,-0.051292,0.032394,0.16158,0.032567,-0.09632,-0.0016505,0.023218
East_Asia,Yakut,EAS,yakut,-0.1873,0.22345,-0.028031,0.02878,0.010839,0.0031246,-0.072848,0.1675,-0.0015583,-0.026436,0.032359,-0.10157,0.011622,-0.046655,0.03203,0.16161,0.022161,-0.086275,-0.004699,0.017648
East_Asia,Yakut,EAS,yakut,-0.18182,0.19088,-0.027151,0.033287,0.0026771,0.00612,-0.068848,0.16119,-0.0018039,-0.027175,0.029055,-0.10149,0.012397,-0.046928,0.032274,0.14743,0.03016,-0.087116,-0.0025172,0.02139
East_Asia,Yakut,EAS,yakut,-0.19318,0.25819,-0.046089,0.024975,0.0073183,0.0034533,-0.079092,0.1893,-0.00085278,-0.017734,0.032056,-0.093358,0.012121,-0.039423,0.028664,0.13078,0.010869,-0.069454,0.0026212,0.010297
East_Asia,Yakut,EAS,yakut,-0.1882,0.22533,-0.028694,0.029082,0.0085914,0.0040609,-0.080018,0.18165,0.000626,-0.021447,0.032186,-0.11707,0.010013,-0.048512,0.035148,0.1731,0.027282,-0.10511,0.0046255,0.018641
East_Asia,Yakut,EAS,yakut,-0.18799,0.2091,-0.026046,0.029,0.0095549,0.0047448,-0.073448,0.16673,0.00017561,-0.031695,0.033948,-0.11312,0.0086746,-0.043484,0.032789,0.16514,0.029278,-0.094209,-0.003789,0.018553
East_Asia,Yakut,EAS,yakut,-0.1875,0.21738,-0.028353,0.026344,0.0097376,0.0063266,-0.076276,0.16949,-0.0025038,-0.023729,0.033049,-0.11057,0.0070079,-0.040735,0.030783,0.16644,0.028824,-0.096162,-0.0009261,0.022879
East_Asia,Yakut,EAS,yakut,-0.18748,0.21959,-0.029686,0.030844,0.01137,0.0030546,-0.069066,0.16963,0.0012887,-0.023212,0.031553,-0.10509,0.01293,-0.050339,0.035193,0.16418,0.029772,-0.10195,-0.0010301,0.018534
East_Asia,Yakut,EAS,yakut,-0.1872,0.20019,-0.030211,0.026477,0.012335,0.0018628,-0.072312,0.16374,-0.0013971,-0.023928,0.028656,-0.10751,0.0092525,-0.045701,0.028361,0.15717,0.025613,-0.094693,0.004785,0.024603
East_Asia,Yakut,EAS,yakut,-0.18782,0.21756,-0.023793,0.028771,0.019106,0.0035609,-0.073477,0.1734,-0.0039793,-0.028508,0.034258,-0.11622,0.012813,-0.046903,0.038184,0.16875,0.027556,-0.098527,-0.0037974,0.020664
East_Asia,Yakut,EAS,yakut,-0.18664,0.19602,-0.034432,0.027014,0.0070952,0.0021243,-0.074631,0.15762,0.00096372,-0.024327,0.032799,-0.10399,0.013637,-0.050254,0.028214,0.14718,0.020633,-0.087394,0.0011013,0.020117
East_Asia,Yakut,EAS,yakut,-0.18602,0.21007,-0.031811,0.027781,0.0065664,0.0055138,-0.078292,0.16731,0.00091001,-0.024649,0.032103,-0.10982,0.016509,-0.04653,0.030547,0.15714,0.0319,-0.091285,-0.0065128,0.017121
East_Asia,Yakut,EAS,yakut,-0.18236,0.18708,-0.032359,0.027723,0.0099697,0.0046086,-0.071526,0.15635,-0.0047959,-0.020776,0.028871,-0.091756,0.0082204,-0.042681,0.026787,0.14702,0.027287,-0.085422,0.0056819,0.017728
East_Asia,Yakut,EAS,yakut,-0.17766,0.14386,-0.03039,0.032059,0.0081769,0.0030132,-0.07721,0.13914,-0.0076809,-0.032697,0.030734,-0.096094,0.010015,-0.041433,0.028023,0.13382,0.028392,-0.079557,-1.1819e-05,0.01869
America,Colombian,AMR,colombian,-0.2005,0.15096,-0.45502,-0.23358,-0.00099001,0.00073535,0.011887,-0.015063,-0.0015717,-0.0081371,0.0012869,0.00027651,0.0014209,0.0068863,-0.00071528,-0.0032889,0.00148,0.0028906,0.0087027,-0.00010433
East_Asia,Han,EAS,han,-0.1985,0.30494,0.024069,0.068309,0.015143,0.00019261,-0.0026068,0.031912,-0.0013038,-0.002911,-0.0058473,0.0019336,-0.0024978,-0.0035138,0.0012219,0.0050042,0.010312,-0.009309,0.0047159,0.00055518
East_Asia,Han,EAS,han,-0.20274,0.31536,0.024541,0.074716,0.011649,-0.0032419,0.0068096,-0.016324,0.0028714,-0.0046142,-0.0034163,0.0040292,0.0012414,0.005229,-0.00050264,-0.0057228,0.0052303,-0.0059425,0.0027174,-0.00087254
East_Asia,Han,EAS,han,-0.20143,0.31792,0.028441,0.076313,0.0158,0.0024511,0.0059112,-0.00050566,-3.1288e-05,-0.0044941,-0.002374,-0.00058286,0.0020086,0.0071129,0.00025945,0.0023616,0.013944,-0.0011877,-0.0045619,0.0030726
East_Asia,Han,EAS,han,-0.19644,0.30869,0.032308,0.072429,0.014059,0.002281,0.015622,-0.048553,-0.001922,-0.0047687,0.00039604,-0.0022504,1.833e-05,-0.0010246,-0.0007746,-9.0368e-05,0.0013943,0.0040227,-0.0021202,0.0026624
East_Asia,Han,EAS,han,-0.1996,0.31418,0.03209,0.079523,0.0089864,0.00052036,0.018422,-0.051402,0.0011401,-0.0077085,0.00022191,-0.0043324,2.447e-05,0.0078693,0.0011847,-0.0046451,0.00079703,-0.0011982,0.0041812,-0.0062212
East_Asia,Han,EAS,han,-0.19984,0.31261,0.022846,0.073776,0.013596,-0.0021503,0.0042296,0.017847,0.00076302,-0.00018581,-0.0066728,0.0074756,-0.0012024,0.0023175,-0.0029947,-0.0014005,0.0038248,-0.0079607,-6.7402e-05,-0.0023717
East_Asia,Han,EAS,han,-0.20379,0.3209,0.023221,0.081771,0.013671,-3.5226e-05,0.010532,-0.017203,-0.0020804,-0.0067777,-0.002831,-0.00042224,0.0012468,0.0045064,-0.00065331,-0.0043006,0.0011908,-0.0022796,0.0061144,0.0052929
Africa,BiakaPygmy,AFR,biakapygmy,0.49289,0.058881,0.0029863,-0.0062351,-0.028364,0.33823,-0.014482,-0.007984,0.020473,-8.9307e-05,-0.10851,-0.070896,-0.23375,-0.0024577,0.12046,-0.026307,-0.0091238,0.02445,0.0038238,-0.0030845
Africa,MbutiPygmy,AFR,mbutipygmy,0.48896,0.060014,0.0027241,-0.0091103,-0.038111,0.47519,0.0023096,-0.0035435,0.058222,0.0070608,0.015452,0.067351,0.32632,0.0031627,0.12157,-0.0024733,-0.0070255,-0.0029092,0.0038625,-0.001316
Africa,MbutiPygmy,AFR,mbutipygmy,0.48041,0.062761,0.0065019,-0.0096386,-0.040702,0.49866,-0.0037785,-0.0028931,0.062223,0.003694,0.017062,0.07247,0.3478,0.0070411,0.12967,-0.0066418,-0.0083708,-0.0024967,-0.0037706,0.0061485
Africa,BiakaPygmy,AFR,biakapygmy,0.49608,0.057623,-0.0007281,-0.0062829,-0.028502,0.33958,-0.010121,-0.0086031,0.021492,0.00070878,-0.096426,-0.065068,-0.23363,-0.0021395,0.12077,-0.020998,-0.012911,0.017219,-0.0041993,-0.0006143
Africa,BiakaPygmy,AFR,biakapygmy,0.48985,0.060526,0.00074246,-0.0090633,-0.023041,0.33377,-0.007887,-0.0063695,0.025569,-0.0054358,-0.098024,-0.068422,-0.22443,0.0031405,0.11053,-0.027602,-0.0076088,0.016795,-1.3996e-05,-0.0059351
Africa,San,AFR,san,0.45472,0.049782,0.0005661,-0.0073319,-0.04324,0.45598,0.0088399,-0.0015308,0.090515,-0.0038242,-0.035776,-0.029765,-0.030151,-0.021031,-0.55076,0.10036,0.014912,0.0092456,-0.017328,-0.028613
Africa,BantuSouthAfrica,AFR,bantusafrica,0.49241,0.058946,0.0019267,-0.0035306,-0.0051722,0.12054,-0.0045069,0.0021977,-0.031296,0.00026778,0.02224,0.0015886,-0.027698,0.0031475,-0.11654,0.022785,0.010903,-0.0055224,-0.0061527,0.00042778
Africa,BantuSouthAfrica,AFR,bantusafrica,0.48736,0.058589,-0.0042175,0.00079568,-0.014884,0.1155,-0.001444,0.0022387,-0.032614,-0.0044376,0.032626,-0.0013365,-0.023908,-0.0064272,-0.11144,0.018368,0.0072627,-0.0079001,0.0030346,-0.0027877
America,Karitiana,AMR,karitiana,-0.20439,0.15267,-0.47073,-0.24334,0.0029299,-4.789e-05,0.01017,-0.025718,-0.00037683,-0.022666,0.0064,-0.059422,0.0072723,0.2948,-0.0077007,0.042125,0.0060823,-0.0069208,0.39792,-0.04248
America,Karitiana,AMR,karitiana,-0.20475,0.15277,-0.47621,-0.24978,-0.0021643,0.002182,0.010247,-0.031099,0.00010358,-0.025972,0.005893,-0.060701,0.0098505,0.30188,-0.0070222,0.045667,0.0019185,-0.005233,0.42002,-0.04719
America,Karitiana,AMR,karitiana,-0.20561,0.14884,-0.47178,-0.24437,-0.00054634,0.0037834,0.012328,-0.027138,0.0022159,-0.019674,0.0051196,-0.053171,0.0076246,0.27412,-0.0062764,0.03904,0.00083748,-0.0037763,0.36552,-0.042256
America,Karitiana,AMR,karitiana,-0.20412,0.15151,-0.46618,-0.23946,0.0016994,0.0016772,0.010512,-0.022278,-0.00069421,-0.020178,0.0031033,-0.046011,0.0064249,0.23742,-0.005161,0.032443,0.0024058,-0.002276,0.31102,-0.032669
America,Karitiana,AMR,karitiana,-0.19618,0.1514,-0.45143,-0.23545,0.00083526,0.0094046,0.012064,-0.01463,-0.0032742,-0.0085966,0.0039349,-0.016638,0.0013286,0.060183,0.0018899,0.0096112,0.0018659,0.0020889,0.0050219,0.00076275
America,Karitiana,AMR,karitiana,-0.20594,0.1522,-0.47299,-0.24764,1.5808e-05,0.0013279,0.013359,-0.025239,0.0010979,-0.017011,0.0044228,-0.049381,0.0048716,0.25249,-0.0040607,0.033278,0.00034178,-0.005177,0.33694,-0.037604
America,Karitiana,AMR,karitiana,-0.19536,0.15297,-0.46512,-0.24288,-0.003282,0.010193,0.0088101,-0.021885,0.0025289,-0.025233,0.0031799,-0.049922,0.0034375,0.2303,0.00058038,0.035764,0.0018952,-0.0058983,0.299,-0.036588
America,Karitiana,AMR,karitiana,-0.20271,0.14987,-0.47316,-0.24589,0.0040672,0.0031493,0.010516,-0.028191,-0.0014964,-0.025911,0.0057102,-0.058669,0.0084368,0.27879,-0.00779,0.040233,0.00084926,-0.0090873,0.39091,-0.040549
America,Karitiana,AMR,karitiana,-0.20465,0.15454,-0.47519,-0.24885,0.0014083,0.001574,0.011784,-0.032525,0.003912,-0.022059,0.0052441,-0.056888,0.0066277,0.29454,-0.0059385,0.045005,0.0021915,-0.0035352,0.41441,-0.039247
East_Asia,Han,EAS,han,-0.20125,0.31354,0.025863,0.080579,0.013874,-0.0019005,0.0052095,-0.017151,0.0016235,-0.0048849,-0.00025806,-0.00039967,0.0045441,0.004152,-0.0026393,-0.007341,0.010146,0.0010619,0.001067,-0.00052563
East_Asia,Han,EAS,han,-0.19935,0.30043,0.014568,0.069922,0.011945,0.0013764,-0.0051455,0.039655,-0.00058831,0.004628,-0.0041465,0.0024505,0.00094898,0.0019562,-0.0012998,-0.00048954,0.005755,-0.011681,0.0078266,-0.0029105
East_Asia,Han,EAS,han,-0.20096,0.30639,0.018352,0.070862,0.011459,0.0021582,0.0042222,0.01556,0.0014639,0.0028242,-0.0027667,0.0082284,-0.0011484,-0.0040593,0.0023042,-0.00032706,0.0056499,-0.0038707,0.0063299,0.0062512
Oceania,Melanesian,OCE,melanesian,-0.11467,0.14609,0.10727,-0.08924,-0.51971,-0.032461,0.0088319,-0.0040644,-0.0050526,-0.012106,0.0033343,0.0126,-0.0081423,0.0047286,-0.01405,0.0078728,-0.3853,-0.15399,0.0046274,-0.00076383
Africa,San,AFR,san,0.46023,0.051663,0.0018413,-0.0093194,-0.043051,0.45715,0.0009217,-0.007004,0.092286,-0.0047617,-0.044675,-0.026675,-0.027783,-0.017735,-0.58131,0.10405,0.016536,0.011024,-0.0082223,-0.024984
Africa,BantuSouthAfrica,AFR,bantusafrica,0.49103,0.054685,-0.0021697,-0.00026066,-0.0037302,0.037248,-4.445e-07,0.0025078,-0.055407,-0.0016567,0.026467,0.0067981,-0.014684,0.0068935,0.0037689,0.0017684,0.00050557,-0.0090683,-0.001399,-0.0080799
